,transcription,emotions,audio,label
167,It's kind of helpful when getting a job.,{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav,Neutral
168,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav,Neutral
169,"No. You can- or you can just bring it in person. But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav,Neutral
170,"Yeah. But the piece of paper helps, too.",{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav,Neutral
171,"No. But it has an outline, you know.","{'Neutral': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav,Neutral
172,"I know. Okay. Well, um. Maybe--","{'Neutral': 0.8, 'Frustration': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav,Neutral
173,Yeah.,{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav,Neutral
174,"Okay, yeah. I would imagine.","{'Neutral': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav,Neutral
175,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav,Neutral
176,maybe get a car.,{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav,Neutral
177,"I just, you know, think you should try a little harder maybe.",{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav,Neutral
178,I didn't say that.,"{'Neutral': 0.75, 'Surprise': 0.25}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav,Neutral
179,"I am riding the bus, but by choice.",{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav,Neutral
180,"To save the environment, carpool.",{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav,Neutral
181,Yes. One less car at a time.,{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav,Neutral
182,Mmhmm.,{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav,Neutral
183,"You know, you don't have to take out your frustration on me, you know, just because...","{'Frustration': 0.5, 'Neutral': 0.5}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M029.wav,Frustration
184,...you can't get a job and refuse to have a resume.,"{'Frustration': 0.6, 'Neutral': 0.4}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M030.wav,Frustration
185,I don't think I'm anyone.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav,Neutral
186,I- I-I didn't-- okay.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M032.wav,Neutral
188,What? Oh. So now you're...,"{'Frustration': 0.5, 'Neutral': 0.25, 'Surprise': 0.25}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M034.wav,Frustration
189,you know what? You don't have to take your anger and your hurt out on me.,"{'Frustration': 0.5, 'Neutral': 0.5}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M035.wav,Frustration
191,Hi.,"{'Anger': 0.4, 'Frustration': 0.6}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F000.wav,Frustration
192,Yeah. This is the fourth line that I have been in.,"{'Anger': 0.4, 'Frustration': 0.6}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F001.wav,Frustration
193,I need my bag.,"{'Anger': 0.4, 'Frustration': 0.6}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F002.wav,Frustration
194,"I flew in over three hours ago, I've been in four different lines.","{'Anger': 0.3333333333333333, 'Frustration': 0.5, 'Disgust': 0.16666666666666666}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F003.wav,Frustration
195,I waited the entire baggage- I waited for the whole baggage carousel four times. They told me to go to the next one. I waited through that for three planes and now I'm here.,"{'Anger': 0.3333333333333333, 'Frustration': 0.5, 'Excited': 0.16666666666666666}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F004.wav,Frustration
196,Nash.,"{'Anger': 0.25, 'Frustration': 0.5, 'Excited': 0.25}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F005.wav,Frustration
198,Yes.,"{'Anger': 0.4, 'Frustration': 0.6}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F007.wav,Frustration
199,Flight seven fourteen.,"{'Anger': 0.6, 'Frustration': 0.4}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F008.wav,Anger
200,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?","{'Anger': 0.5, 'Frustration': 0.375, 'Disgust': 0.125}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F009.wav,Anger
202,Is this a joke?,"{'Anger': 0.4444444444444444, 'Frustration': 0.2222222222222222, 'Surprise': 0.2222222222222222, 'Excited': 0.1111111111111111}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F011.wav,Anger
203,"Are there candid cameras? Is this that movie? There's that show, right? Airplane, airline.","{'Anger': 0.42857142857142855, 'Disgust': 0.14285714285714285, 'Frustration': 0.14285714285714285, 'Excited': 0.14285714285714285, 'Surprise': 0.14285714285714285}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F012.wav,Anger
205,"You're kidding me, this is a joke.","{'Anger': 0.42857142857142855, 'Surprise': 0.14285714285714285, 'Frustration': 0.2857142857142857, 'Excited': 0.14285714285714285}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F014.wav,Anger
206,Do you have any idea-- fifty dollars? That's supposed to replace everything that I have? Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that. It was incredibly expensive.,"{'Anger': 0.5, 'Frustration': 0.25, 'Excited': 0.125, 'Disgust': 0.125}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F015.wav,Anger
207,We flew in from Paris. I've been shopping for three weeks.,"{'Anger': 0.5714285714285714, 'Frustration': 0.14285714285714285, 'Excited': 0.14285714285714285, 'Disgust': 0.14285714285714285}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F016.wav,Anger
208,I don't care what you're freaking sign says. Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,"{'Anger': 0.5, 'Frustration': 0.25, 'Surprise': 0.125, 'Disgust': 0.125}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F017.wav,Anger
209,Do you understand who my husband is?,"{'Anger': 0.5714285714285714, 'Frustration': 0.2857142857142857, 'Disgust': 0.14285714285714285}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F018.wav,Anger
210,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",{'Anger': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F019.wav,Anger
211,Oh-Oh. It's a gift. You're-You're helping me out here?,"{'Anger': 0.6666666666666666, 'Excited': 0.16666666666666666, 'Disgust': 0.16666666666666666}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F020.wav,Anger
212,You are cruising for a bruising. You are in so much trouble.,"{'Anger': 0.6666666666666666, 'Excited': 0.16666666666666666, 'Disgust': 0.16666666666666666}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F021.wav,Anger
213,Who's in charge? Who is the president of Jet Blue?,"{'Anger': 0.6666666666666666, 'Excited': 0.16666666666666666, 'Disgust': 0.16666666666666666}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F022.wav,Anger
214,Because I probably know him.,"{'Anger': 0.6666666666666666, 'Frustration': 0.16666666666666666, 'Disgust': 0.16666666666666666}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F023.wav,Anger
215,Yeah.,"{'Anger': 0.8, 'Excited': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F024.wav,Anger
216,"I don't want money, I want my clothes.","{'Anger': 0.6666666666666666, 'Excited': 0.16666666666666666, 'Frustration': 0.16666666666666666}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F025.wav,Anger
217,What's your name?,"{'Anger': 0.5, 'Frustration': 0.25, 'Disgust': 0.25}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F026.wav,Anger
219,Okay. I'll do that.,"{'Anger': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F028.wav,Anger
220,I don't think you have done everything you could do because I don't have my bag here yet.,"{'Anger': 0.5714285714285714, 'Frustration': 0.2857142857142857, 'Disgust': 0.14285714285714285}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F029.wav,Anger
221,A letter? I'll make a personal phone call.,"{'Anger': 0.5714285714285714, 'Frustration': 0.2857142857142857, 'Disgust': 0.14285714285714285}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F030.wav,Anger
222,Hi. Thanks for waiting.,"{'Happiness': 0.5, 'Neutral': 0.5}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M000.wav,Neutral
223,Can I help you?,"{'Happiness': 0.75, 'Neutral': 0.25}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M001.wav,Happiness
224,Uh huh.,"{'Happiness': 0.5, 'Neutral': 0.5}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M002.wav,Happiness
225,Okay.,"{'Happiness': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M003.wav,Neutral
226,Okay.,"{'Happiness': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M004.wav,Neutral
227,Okay. Great. I'm really sorry that you had to do that. What's your last name? Let's start there.,"{'Neutral': 0.8, 'Happiness': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M005.wav,Neutral
228,Okay.,{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M006.wav,Neutral
229,all right- okay. And you lost your bag? Is that- that the issue?,{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M007.wav,Neutral
230,Uh-huh.,{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M008.wav,Neutral
231,"Yeah. Yeah, I don't see- I don't see any--","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M009.wav,Neutral
232,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M010.wav,Neutral
233,"we've mistakenly lost your baggage. We're very sorry. On behalf of Jet Blue I would like to apologize for any inconvenience. I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us. I'm very sorry, once again...","{'Neutral': 0.8, 'Fear': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M011.wav,Neutral
234,"for such an inconvenience and your bag, but",{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M012.wav,Neutral
235,Yeah.,{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M013.wav,Neutral
236,"No, no.","{'Neutral': 0.8, 'Surprise': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M014.wav,Neutral
237,"No, no. This is real.",{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M015.wav,Neutral
238,"No. I'm just giving you money, the bag is gone. If it's not here, I'm really sorry there is nothing I can do because...",{'Neutral': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M016.wav,Neutral
239,this is the only track record that we have and if it's not listed here then it's probably not anywhere.,"{'Frustration': 0.2, 'Neutral': 0.6, 'Sadness': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M017.wav,Neutral
241,Yes.,"{'Fear': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M019.wav,Neutral
242,I know.,"{'Frustration': 0.16666666666666666, 'Neutral': 0.5, 'Sadness': 0.3333333333333333}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M020.wav,Neutral
244,Okay. Calm-,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M022.wav,Neutral
245,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really","{'Frustration': 0.4, 'Neutral': 0.6}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M023.wav,Neutral
246,"We are actually not even allowed-- you know, like we don't have to give you this fifty dollars. We don't have to do that.","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M024.wav,Neutral
247,It's a gift.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M025.wav,Neutral
248,"You know, the airlines can not be held responsible for every bag of luggage that comes through here.","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M026.wav,Neutral
249,With the amount of--,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M027.wav,Neutral
250,"Um, actually, I don't know. I don't know. Oh really?","{'Frustration': 0.2, 'Neutral': 0.6, 'Surprise': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M028.wav,Neutral
251,Well then maybe you can just call him and he can give you more money. But right now all I can do--,"{'Frustration': 0.2, 'Neutral': 0.6, 'Surprise': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M029.wav,Neutral
252,"Right now all I can do is just give you this fifty dollars, I'm really sorry.","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M030.wav,Neutral
253,Oh. My name is Sean. Hi.,"{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M031.wav,Neutral
256,"If you want, you can write a letter. I can give you the address. Yes. An angry--","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M034.wav,Neutral
257,"Or you can make a phone call. But I think a letter might be a little more-- in my impression, letters have more...","{'Frustration': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_M035.wav,Neutral
260,No.,"{'Sadness': 0.6, 'Neutral': 0.4}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F002.wav,Sadness
261,That's sweet.,"{'Sadness': 0.4, 'Neutral': 0.6}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F003.wav,Neutral
262,Thank you.,"{'Sadness': 0.4, 'Neutral': 0.6}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F004.wav,Neutral
263,I went to see her headstone a week or two ago.,"{'Sadness': 0.8, 'Neutral': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F005.wav,Sadness
264,"I used to go to cemeteries a lot before she died. I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.","{'Sadness': 0.5, 'Neutral': 0.5}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F006.wav,Sadness
265,So I was like wandering around before. It takes forever to find her headstone; I always lose it. You know.,"{'Sadness': 0.6, 'Neutral': 0.2, 'Happiness': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F007.wav,Sadness
266,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone. And-,{'Sadness': 1.0},IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F008.wav,Sadness
267,"this woman came up and, you know, it was hers. It was her person that was there.","{'Sadness': 0.25, 'Neutral': 0.75}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F009.wav,Neutral
268,"Yeah. And she was like, that's pathetic, I hope you enjoy it.","{'Sadness': 0.4, 'Neutral': 0.4, 'Disgust': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F010.wav,Sadness
269,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine. She was like, I would rather have her back, honestly.","{'Sadness': 0.6, 'Neutral': 0.2, 'Disgust': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F011.wav,Sadness
270,"I don't know. It just, like, I felt so bad because I shouldn't have done it. I don't know. Whatever.","{'Frustration': 0.25, 'Sadness': 0.5, 'Neutral': 0.25}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F012.wav,Sadness
271,I don't know.,"{'Sadness': 0.8, 'Neutral': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F013.wav,Sadness
272,At the cemetery?,"{'Sadness': 0.6, 'Neutral': 0.4}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F014.wav,Sadness
273,couple hours.,"{'Sadness': 0.8, 'Neutral': 0.2}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F015.wav,Sadness
274,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day. We ran through the sprinklers.","{'Sadness': 0.3333333333333333, 'Neutral': 0.5, 'Happiness': 0.16666666666666666}",IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro06/Ses01F_impro06_F016.wav,Neutral
